"","YEAR","CVEGEO","num_tomas","tomas","num_cartels","menciones_huachicol","carteles_huachicol","pobtot","pobhlindigena","pobanalf","gradoescolar","HomX100","ESTADO","mun_huachicolero","YearFirst","diffYears","lead1","lead2","lead3","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","ENT","is_neighbor","treated","post","consecutive_cartel","log_hom"
"1244",2015,15085,0,0,0,0,0,63721,0.18975684206875,0.109789382704817,10.5952832010199,1.56934134743648,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0.943649581016333
"1245",2016,15085,0,0,0,0,0,64259.6,0.184948558337772,0.106464654218427,10.0842265608159,3.11237542717353,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.4140008243679
"1246",2017,15085,0,0,0,0,0,64798.2,0.180140274606793,0.103139925732036,9.57316992061194,9.25951646805004,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.3282057107617
"1247",2018,15085,0,0,0,0,0,65336.8,0.175331990875814,0.099815197245646,9.06211328040796,7.65265516523613,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.15786622936121
"1248",2019,15085,0,0,1,0,0,65875.4,0.170523707144836,0.0964904687592555,8.55105664020398,3.0360346958045,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.3952626990363
"1249",2007,15087,0,0,0,0,0,82632.4,0.280527225665586,0.130349225688245,6.242,8.47125340665405,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.24826125394706
"1250",2008,15087,0,0,0,0,0,85091.6,0.274625015220839,0.122883374724711,6.408,7.05122479774737,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.08582422864551
"1251",2009,15087,0,0,1,0,0,87550.8,0.268722804776092,0.115417523761177,6.574,6.85316410586768,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.06091652139427
"1252",2010,15087,0,0,2,0,0,90010,0.262820594331345,0.107951672797643,6.74,1.11098766803688,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0.747155927085447
"1253",2011,15087,0,0,2,0,0,92774.8,0.262956539122921,0.103448870462159,7.7058550439934,11.8566679744931,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.55386258527562
"1254",2012,15087,0,0,5,0,0,95539.6,0.263092483914496,0.0989460681266757,8.6717100879868,5.23343200097132,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.82992706409999
"1255",2013,15087,0,0,4,0,0,98304.4,0.263228428706072,0.0944432657911921,9.6375651319802,11.1897331146927,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.50059404946292
"1256",2014,15087,0,0,4,0,0,101069.2,0.263364373497647,0.0899404634557085,10.6034201759736,5.93652665698353,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.93680116753328
"1257",2015,15087,0,0,2,0,0,103834,0.263500318289222,0.0854376611202249,11.569275219967,5.77845407092089,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.91374906281485
"1258",2016,15087,0,0,2,0,0,104220.4,0.262009961524149,0.0807271468882439,10.9094201759736,3.83802019566227,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.57650558656157
"1259",2017,15087,0,0,2,0,0,104606.8,0.260519604759075,0.0760166326562628,10.2495651319802,0.955960797959597,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0.670881529468837
"1260",2018,15087,0,0,4,0,0,104993.2,0.259029247994002,0.0713061184242817,9.5897100879868,7.61954107504105,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.15403184370392
"1261",2019,15087,0,0,3,0,0,105379.6,0.257538891228928,0.0665956041923006,8.9298550439934,13.2853037969398,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.65923130230573
"1262",2007,15092,0,0,1,0,0,49271.4,0.0155577104282665,0.0386139827121164,8.79,4.05914993282107,15,0,2009,-2,"False","True","False","False","False","False","False","False","False","False","False","False","False",15,NA,1,0,0,1.62119847172003
"1263",2008,15092,0,0,2,0,0,50517.6,0.0157617381323941,0.0372356418492027,8.87,15.8360650545552,15,0,2009,-1,"True","False","False","False","False","False","False","False","False","False","False","False","False",15,NA,1,0,0,2.82352331491578
"1264",2009,15092,2,1,0,0,0,51763.8,0.0159657658365217,0.0358573009862889,8.95,11.591111935368,15,1,2009,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",15,NA,1,1,0,2.53299116308949
"1265",2010,15092,4,1,2,0,0,53010,0.0161697935406493,0.0344789601233751,9.03,15.0914921712884,15,1,2009,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",15,NA,1,1,0,2.77829069575267
"1266",2011,15092,1,1,1,0,0,53806.6,0.0157170131033687,0.0325400019332136,9.80953114681338,26.0191128969309,15,1,2009,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",15,NA,1,1,0,3.29654450064338
"1267",2012,15092,2,1,2,0,0,54603.2,0.0152642326660881,0.0306010437430521,10.5890622936268,12.8197614791807,15,1,2009,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",15,NA,1,1,0,2.62609955908644
"1268",2013,15092,6,1,1,0,0,55399.8,0.0148114522288075,0.0286620855528906,11.3685934404401,14.4404853447124,15,1,2009,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",15,NA,1,1,0,2.73699297834562
"1269",2014,15092,13,1,1,0,0,56196.4,0.0143586717915269,0.0267231273627291,12.1481245872535,17.7947341822608,15,1,2009,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",15,NA,1,1,0,2.93357673391324
"1270",2015,15092,23,1,1,0,0,56993,0.0139058913542463,0.0247841691725676,12.9276557340669,14.0368115382591,15,1,2009,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",15,NA,1,1,0,2.71050129726081
"1271",2016,15092,14,1,1,0,0,57295.8,0.0141348454700548,0.0248200928973516,12.3441245872535,29.670586674765,15,1,2009,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",15,NA,1,1,0,3.42330410656287
"1272",2017,15092,26,1,2,0,0,57598.6,0.0143637995858634,0.0248560166221355,11.7605934404401,38.1953728042001,15,1,2009,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",15,NA,1,1,0,3.66855869911988
"1273",2018,15092,36,1,5,0,0,57901.4,0.0145927537016719,0.0248919403469195,11.1770622936268,43.1768489190244,15,1,2009,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,3.78820087175036
"1274",2019,15092,87,1,4,0,0,58204.2,0.0148217078174804,0.0249278640717034,10.5935311468134,25.7713360891482,15,1,2009,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,3.28733176622883
"1275",2007,15093,3,1,0,0,0,26491.4,0.0067939621396657,0.0510229185086548,8.25,15.0992397532784,15,1,2007,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",15,NA,1,1,1,2.77877205058224
"1276",2008,15093,1,1,0,0,0,26975.6,0.0079088598015874,0.048097099237114,8.33,25.9493764735539,15,1,2007,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",15,NA,1,1,1,3.29396016067006
"1277",2009,15093,1,1,0,0,0,27459.8,0.0090237574635091,0.0451712799655733,8.41,21.850122724856,15,1,2007,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",15,NA,1,1,1,3.12895648821664
"1278",2010,15093,6,1,0,0,0,27944,0.0101386551254307,0.0422454606940325,8.49,10.7357572287432,15,1,2007,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",15,NA,1,1,1,2.46264035459598
"1279",2011,15093,11,1,0,0,0,28491.2,0.0094183458504423,0.0398387460018053,9.26543188237462,7.01971134946931,15,1,2007,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",15,NA,1,1,1,2.08190242989273
"1280",2012,15093,8,1,0,0,0,29038.4,0.0086980365754538,0.0374320313095781,10.0408637647492,10.3311477216376,15,1,2007,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",15,NA,1,1,1,2.42755536925966
"1281",2013,15093,30,1,1,0,0,29585.6,0.0079777273004654,0.0350253166173508,10.8162956471239,27.0401817100211,15,1,2007,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",15,NA,1,1,1,3.33363854253131
"1282",2014,15093,16,1,2,0,0,30132.8,0.0072574180254769,0.0326186019251236,11.5917275294985,3.31864280783731,15,1,2007,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",15,NA,1,1,1,1.46294118804343
"1283",2015,15093,25,1,1,0,0,30680,0.0065371087504885,0.0302118872328963,12.3671594118731,9.77835723598435,15,1,2007,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",15,NA,1,1,1,2.37754016388542
"1284",2016,15093,16,1,0,0,0,31056.8,0.0071064254969892,0.0290986482261159,11.8297275294985,12.8796270060019,15,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,1,2.63042208195115
"1285",2017,15093,25,1,2,0,0,31433.6,0.0076757422434899,0.0279854092193355,11.2922956471239,66.8074926193627,15,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,1,4.21667269945057
"1286",2018,15093,27,1,2,9,2,31810.4,0.0082450589899906,0.026872170212555,10.7548637647492,18.8617559037296,15,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,1,2.98879606879381
"1287",2019,15093,66,1,3,0,0,32187.2,0.0088143757364913,0.0257589312057746,10.2174318823746,21.7477755132475,15,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,1,3.12446736097875
"1288",2007,15095,0,0,2,0,0,76058,0.0090312516581913,0.0459249303819382,8.75,2.62957216860817,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.28911478144318
"1289",2008,15095,0,0,1,0,0,80225,0.0096491589966449,0.0440667044188103,8.78,11.2184481146775,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.50294695015326
"1290",2009,15095,0,0,1,0,0,84392,0.0102670663350984,0.0422084784556825,8.81,17.7741966063134,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.93248340612551
"1291",2010,15095,0,0,3,0,0,88559,0.010884973673552,0.0403502524925547,8.84,25.9713863074335,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.29477653766352
"1292",2011,15095,0,0,0,0,0,89686.8,0.0099769323412085,0.0370807981277726,9.65605119308878,10.0349215269137,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.40106492839331
"1293",2012,15095,0,0,2,0,0,90814.6,0.0090688910088649,0.0338113437629905,10.4721023861776,23.1240351221059,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.18320865148662
"1294",2013,15095,0,0,0,0,0,91942.4,0.0081608496765214,0.0305418893982084,11.2881535792663,25.0156619796742,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.25869874049479
"1295",2014,15095,0,0,1,0,0,93070.2,0.0072528083441778,0.0272724350334263,12.1042047723551,25.7869865972137,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.28791619485639
"1296",2015,15095,0,0,3,0,0,94198,0.0063447670118343,0.0240029806686442,12.9202559654439,19.1086859593622,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.00115185900231
"1297",2016,15095,0,0,0,0,0,96097.6,0.0072248582482538,0.0244112209993127,12.3062047723551,24.9746091473668,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.25711948960998
"1298",2017,15095,0,0,1,0,0,97997.2,0.0081049494846734,0.0248194613299813,11.6921535792663,15.306559779259,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.79156746730062
"1299",2018,15095,0,0,2,0,0,99896.8,0.0089850407210929,0.0252277016606498,11.0781023861776,35.0361573143484,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.5845228042572
"1300",2019,15095,0,0,0,0,0,101796.4,0.0098651319575125,0.0256359419913183,10.4640511930888,29.4705903155711,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.4167619664749
"1301",2007,15101,0,0,0,0,0,66891.8,0.0121118843912557,0.0562225676011276,8.282,4.48485464586093,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.70199059307723
"1302",2008,15101,0,0,1,0,0,68155.2,0.0119362461444592,0.0536875361143077,8.388,8.80343686175083,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.28273302437425
